provider_code,event_at,type,amount,location,status,is_injected_anomaly,scenario_label
bkash_sim,2026-07-09T12:01:23Z,cash_out,5850,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:02:46Z,cash_out,3050,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:02:54Z,cash_out,3550,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:02:59Z,cash_out,6200,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:03:06Z,cash_in,1800,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:03:37Z,cash_in,1800,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:03:49Z,cash_in,1100,"Shahjalal Uposhahar, Sylhet",pending,0,normal
nagad_sim,2026-07-09T12:03:55Z,cash_out,6400,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:04:45Z,cash_in,5150,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:05:10Z,cash_out,2950,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:05:15Z,cash_in,2400,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:05:28Z,cash_out,3750,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:05:34Z,cash_in,4800,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:06:25Z,cash_in,2700,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:06:55Z,cash_in,750,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:07:11Z,cash_out,3450,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:07:30Z,cash_in,3350,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:07:50Z,cash_in,1150,"Shahjalal Uposhahar, Sylhet",failed,0,normal
nagad_sim,2026-07-09T12:07:52Z,cash_out,800,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:08:03Z,cash_out,550,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:08:20Z,cash_out,2550,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:08:26Z,cash_out,2750,"Shahjalal Uposhahar, Sylhet",failed,0,normal
nagad_sim,2026-07-09T12:09:01Z,cash_out,19050,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:09:16Z,cash_out,2400,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:09:38Z,cash_out,5150,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:09:48Z,cash_in,2250,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:10:21Z,cash_in,3700,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:10:43Z,cash_out,3400,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:10:48Z,cash_out,2050,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:11:15Z,cash_in,3600,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:11:43Z,cash_out,12600,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:12:04Z,cash_out,3950,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:12:08Z,cash_out,1250,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:14:11Z,cash_out,5950,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:15:26Z,cash_in,600,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:15:48Z,cash_out,2350,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:15:48Z,cash_out,600,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:17:31Z,cash_out,4500,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:17:42Z,cash_out,6500,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:17:48Z,cash_in,2400,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:18:22Z,cash_in,950,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:18:46Z,cash_in,3300,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:18:50Z,cash_out,18050,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:18:54Z,cash_out,1700,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:18:55Z,cash_out,1350,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:19:00Z,cash_out,2550,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:19:01Z,cash_in,12300,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:19:46Z,cash_out,3050,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:19:59Z,cash_in,1300,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:20:03Z,cash_in,2250,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:21:20Z,cash_out,1450,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:21:32Z,cash_in,1850,"Shahjalal Uposhahar, Sylhet",failed,0,normal
nagad_sim,2026-07-09T12:21:43Z,cash_out,2050,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:21:44Z,cash_out,1650,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:21:47Z,cash_in,3400,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:21:54Z,cash_out,4550,"Shahjalal Uposhahar, Sylhet",failed,0,normal
nagad_sim,2026-07-09T12:22:17Z,cash_in,1900,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:22:26Z,cash_in,1950,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:23:55Z,cash_out,4450,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:24:11Z,cash_in,1200,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:24:21Z,cash_out,450,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:24:31Z,cash_in,800,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:25:06Z,cash_out,1250,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:25:42Z,cash_out,3200,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:26:24Z,cash_in,1050,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:26:27Z,cash_out,2100,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:28:41Z,cash_out,2300,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:29:03Z,cash_in,2000,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:29:17Z,cash_in,300,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:29:33Z,cash_out,2700,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:29:48Z,cash_in,3850,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:30:21Z,cash_out,3450,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:30:31Z,cash_out,750,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:30:32Z,cash_in,3450,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:30:35Z,cash_in,3250,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:31:42Z,cash_in,1550,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:32:02Z,cash_in,9250,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:32:18Z,cash_in,850,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:32:27Z,cash_in,8100,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:32:43Z,cash_out,1200,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:33:17Z,cash_out,2600,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:33:59Z,cash_in,1200,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:34:17Z,cash_out,3600,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:34:28Z,cash_out,4600,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:35:16Z,cash_in,500,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:36:04Z,cash_out,2300,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:37:44Z,cash_out,1000,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:37:56Z,cash_in,2200,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:38:01Z,cash_out,1850,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:38:06Z,cash_in,1650,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:38:26Z,cash_out,11350,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:39:18Z,cash_out,1450,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:39:48Z,cash_out,2150,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:40:09Z,cash_out,2500,"Shahjalal Uposhahar, Sylhet",pending,0,normal
nagad_sim,2026-07-09T12:40:17Z,cash_in,2350,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:41:48Z,cash_out,550,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:41:52Z,cash_in,2400,"Shahjalal Uposhahar, Sylhet",failed,0,normal
bkash_sim,2026-07-09T12:41:54Z,cash_out,7800,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:42:14Z,cash_in,1250,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:42:41Z,cash_in,650,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:43:26Z,cash_in,5250,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:43:56Z,cash_out,2000,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:44:09Z,cash_out,2700,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:44:10Z,cash_out,1400,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:44:45Z,cash_in,2200,"Zindabazar, Sylhet",failed,0,normal
nagad_sim,2026-07-09T12:44:52Z,cash_out,11350,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:45:07Z,cash_in,750,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:45:23Z,cash_out,12900,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:45:50Z,cash_in,1450,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:46:39Z,cash_out,2500,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:47:10Z,cash_out,3300,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:47:22Z,cash_out,600,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:47:52Z,cash_in,650,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:48:01Z,cash_out,1800,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:48:05Z,cash_in,4400,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:48:23Z,cash_out,6350,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:48:46Z,cash_out,3250,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:49:13Z,cash_out,6350,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:49:30Z,cash_in,3850,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:49:55Z,cash_out,5900,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:50:01Z,cash_in,750,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:50:16Z,cash_in,7800,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:50:18Z,cash_in,1150,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:50:55Z,cash_out,750,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:52:21Z,cash_out,3750,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:52:22Z,cash_in,2200,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:52:43Z,cash_in,4200,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:53:00Z,cash_in,14450,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:53:33Z,cash_out,1150,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:54:10Z,cash_out,1250,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:54:28Z,cash_out,2050,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T12:55:01Z,cash_in,500,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:56:11Z,cash_in,400,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:56:24Z,cash_out,1150,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:56:55Z,cash_out,1350,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:57:22Z,cash_in,1550,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:57:44Z,cash_in,1350,"Zindabazar, Sylhet",pending,0,normal
rocket_sim,2026-07-09T12:57:55Z,cash_out,2950,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:58:26Z,cash_in,1000,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-09T12:58:33Z,cash_out,850,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:58:47Z,cash_out,1750,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:59:14Z,cash_in,3550,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:59:20Z,cash_in,1700,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:59:45Z,cash_out,5550,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T12:59:51Z,cash_in,6150,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:00:30Z,cash_in,900,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:00:50Z,cash_out,4250,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:01:30Z,cash_in,2950,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:01:43Z,cash_out,1250,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:02:08Z,cash_in,3550,"Zindabazar, Sylhet",failed,0,normal
bkash_sim,2026-07-09T13:02:27Z,cash_out,7200,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:02:53Z,cash_out,1300,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:02:56Z,cash_out,900,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:02:59Z,cash_out,3000,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:03:07Z,cash_in,2150,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:03:20Z,cash_in,2150,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:03:29Z,cash_out,5950,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:03:32Z,cash_in,1650,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:04:24Z,cash_in,850,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:04:30Z,cash_out,2200,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:05:00Z,cash_in,1650,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:05:58Z,cash_in,2300,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:05:59Z,cash_in,1450,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:06:27Z,cash_out,8050,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:06:32Z,cash_out,3150,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:06:58Z,cash_in,4500,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:07:09Z,cash_out,1000,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:07:19Z,cash_out,1600,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:07:23Z,cash_out,7650,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:08:34Z,cash_in,8350,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:08:37Z,cash_out,3350,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:08:42Z,cash_in,1100,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:09:00Z,cash_out,1450,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:10:03Z,cash_in,1700,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:10:07Z,cash_in,1150,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:10:20Z,cash_out,1950,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:10:20Z,cash_in,5400,"Ambarkhana, Sylhet",completed,0,legitimate_surge
nagad_sim,2026-07-09T13:10:41Z,cash_out,2250,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:10:52Z,cash_in,2950,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:11:14Z,cash_out,1400,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:11:53Z,cash_out,1950,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:11:54Z,cash_out,700,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:11:55Z,cash_in,6300,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:12:01Z,cash_out,5800,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:12:01Z,cash_out,4900,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:12:02Z,cash_out,3150,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:12:25Z,cash_in,850,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:12:39Z,cash_out,2350,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:13:04Z,cash_in,11150,"Ambarkhana, Sylhet",completed,0,legitimate_surge
bkash_sim,2026-07-09T13:13:27Z,cash_in,13150,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:13:30Z,cash_out,6100,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:13:54Z,cash_in,4700,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:14:17Z,cash_in,1800,"Shahjalal Uposhahar, Sylhet",pending,0,normal
nagad_sim,2026-07-09T13:14:23Z,cash_out,3400,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:14:24Z,cash_in,3650,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:14:55Z,cash_out,3250,"Ambarkhana, Sylhet",completed,0,legitimate_surge
rocket_sim,2026-07-09T13:14:59Z,cash_in,2000,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:15:17Z,cash_out,11600,"Ambarkhana, Sylhet",completed,0,legitimate_surge
rocket_sim,2026-07-09T13:15:27Z,cash_out,2300,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:15:37Z,cash_in,950,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:16:21Z,cash_out,5450,"Ambarkhana, Sylhet",completed,0,legitimate_surge
nagad_sim,2026-07-09T13:16:26Z,cash_in,1750,"Ambarkhana, Sylhet",completed,0,legitimate_surge
nagad_sim,2026-07-09T13:16:31Z,cash_out,3850,"Ambarkhana, Sylhet",pending,0,normal
bkash_sim,2026-07-09T13:16:37Z,cash_out,4500,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:16:37Z,cash_in,3050,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:16:44Z,cash_in,3950,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:17:15Z,cash_out,4950,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:17:57Z,cash_out,5350,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:17:57Z,cash_in,3700,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:18:46Z,cash_out,12400,"Ambarkhana, Sylhet",completed,0,legitimate_surge
nagad_sim,2026-07-09T13:18:49Z,cash_in,14700,"Ambarkhana, Sylhet",completed,0,legitimate_surge
nagad_sim,2026-07-09T13:18:57Z,cash_out,14450,"Ambarkhana, Sylhet",completed,0,legitimate_surge
nagad_sim,2026-07-09T13:19:22Z,cash_out,1900,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:19:29Z,cash_in,5350,"Ambarkhana, Sylhet",completed,0,legitimate_surge
rocket_sim,2026-07-09T13:19:36Z,cash_out,2500,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:20:28Z,cash_in,450,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:20:30Z,cash_out,5500,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:20:46Z,cash_out,15100,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:20:46Z,cash_in,1800,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:20:51Z,cash_out,1500,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:21:01Z,cash_out,3450,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:21:14Z,cash_in,4850,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:21:25Z,cash_out,6000,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:21:48Z,cash_in,6750,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:22:05Z,cash_out,1000,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:22:21Z,cash_in,1600,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:23:31Z,cash_in,4100,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:23:53Z,cash_out,2950,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:23:55Z,cash_in,1850,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:23:59Z,cash_in,500,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:24:23Z,cash_in,3350,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:24:25Z,cash_in,2350,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:25:47Z,cash_in,1600,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:26:18Z,cash_out,4600,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:26:26Z,cash_out,3300,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:26:32Z,cash_out,1050,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:27:01Z,cash_in,1550,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:27:32Z,cash_out,950,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:28:08Z,cash_out,1350,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:28:23Z,cash_out,1350,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:28:36Z,cash_in,6000,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:29:00Z,cash_out,2150,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:29:16Z,cash_in,1600,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:30:00Z,cash_out,2550,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:30:19Z,cash_out,1800,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:30:33Z,cash_out,4050,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:30:35Z,cash_out,2850,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:30:48Z,cash_in,650,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:32:15Z,cash_in,900,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:32:46Z,cash_in,1400,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:32:50Z,cash_in,2200,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:32:57Z,cash_in,1650,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:33:44Z,cash_in,2950,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:33:51Z,cash_in,5950,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-09T13:34:19Z,cash_out,5900,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-09T13:34:31Z,cash_in,3050,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-09T13:34:51Z,cash_in,2750,"Ambarkhana, Sylhet",completed,0,normal
